"Year","Subregion","subregion.code","Species","date","present"
1986,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1986-01-01,NA
1987,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1987-01-01,NA
1988,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1988-01-01,NA
1989,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1989-01-01,NA
1990,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1990-01-01,NA
1991,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1991-01-01,NA
1992,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1992-01-01,NA
1993,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1993-01-01,NA
1994,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1994-01-01,NA
1995,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1995-01-01,NA
1996,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1996-01-01,1
1997,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1997-01-01,2
1998,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1998-01-01,3
1999,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",1999-01-01,4
2000,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2000-01-01,5
2001,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2001-01-01,6
2002,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2002-01-01,7
2003,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2003-01-01,8
2004,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2004-01-01,9
2005,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2005-01-01,10
2006,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2006-01-01,11
2007,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2007-01-01,12
2008,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2008-01-01,13
2009,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2009-01-01,14
2010,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2010-01-01,15
2011,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2011-01-01,16
2012,"Bay of Biscay & Iberian Coast","ABI","Chaetozone corona Berkeley & Berkeley, 1941",2012-01-01,17
1982,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1982-01-01,NA
1983,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1983-01-01,NA
1984,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1984-01-01,NA
1985,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1985-01-01,NA
1986,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1986-01-01,NA
1987,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1987-01-01,NA
1988,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1988-01-01,NA
1989,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1989-01-01,NA
1990,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1990-01-01,NA
1991,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1991-01-01,NA
1992,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1992-01-01,NA
1993,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1993-01-01,NA
1994,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1994-01-01,NA
1995,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1995-01-01,NA
1996,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1996-01-01,1
1997,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1997-01-01,2
1998,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1998-01-01,3
1999,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",1999-01-01,4
2000,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2000-01-01,5
2001,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2001-01-01,6
2002,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2002-01-01,7
2003,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2003-01-01,8
2004,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2004-01-01,9
2005,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2005-01-01,10
2006,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2006-01-01,11
2007,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2007-01-01,12
2008,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2008-01-01,13
2009,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2009-01-01,14
2010,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2010-01-01,15
2011,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2011-01-01,16
2012,"Celtic Seas","ACS","Chaetozone corona Berkeley & Berkeley, 1941",2012-01-01,17
1982,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1982-01-01,NA
1983,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1983-01-01,NA
1984,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1984-01-01,NA
1985,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1985-01-01,NA
1986,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1986-01-01,NA
1987,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1987-01-01,NA
1988,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1988-01-01,NA
1989,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1989-01-01,NA
1990,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1990-01-01,NA
1991,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1991-01-01,NA
1992,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1992-01-01,NA
1993,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1993-01-01,NA
1994,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1994-01-01,NA
1995,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1995-01-01,NA
1996,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1996-01-01,NA
1997,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1997-01-01,NA
1998,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1998-01-01,NA
1999,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",1999-01-01,NA
2000,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2000-01-01,NA
2001,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2001-01-01,NA
2002,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2002-01-01,NA
2003,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2003-01-01,NA
2004,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2004-01-01,NA
2005,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2005-01-01,NA
2006,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2006-01-01,1
2007,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2007-01-01,2
2008,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2008-01-01,3
2009,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2009-01-01,4
2010,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2010-01-01,5
2011,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2011-01-01,6
2012,"Adriatic Sea","MAD","Chaetozone corona Berkeley & Berkeley, 1941",2012-01-01,7
1982,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1982-01-01,NA
1983,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1983-01-01,NA
1984,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1984-01-01,NA
1985,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1985-01-01,NA
1986,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1986-01-01,NA
1987,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1987-01-01,NA
1988,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1988-01-01,NA
1989,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1989-01-01,1
1990,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1990-01-01,2
1991,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1991-01-01,3
1992,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1992-01-01,4
1993,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1993-01-01,5
1994,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1994-01-01,6
1995,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1995-01-01,7
1996,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1996-01-01,8
1997,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1997-01-01,9
1998,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1998-01-01,10
1999,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",1999-01-01,11
2000,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2000-01-01,12
2001,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2001-01-01,13
2002,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2002-01-01,14
2003,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2003-01-01,15
2004,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2004-01-01,16
2005,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2005-01-01,17
2006,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2006-01-01,18
2007,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2007-01-01,19
2008,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2008-01-01,20
2009,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2009-01-01,21
2010,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2010-01-01,22
2011,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2011-01-01,23
2012,"Eastern Mediterranean Sea","MAL","Chaetozone corona Berkeley & Berkeley, 1941",2012-01-01,24
1982,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1982-01-01,1
1983,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1983-01-01,2
1984,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1984-01-01,3
1985,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1985-01-01,4
1986,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1986-01-01,5
1987,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1987-01-01,6
1988,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1988-01-01,7
1989,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1989-01-01,8
1990,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1990-01-01,9
1991,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1991-01-01,10
1992,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1992-01-01,11
1993,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1993-01-01,12
1994,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1994-01-01,13
1995,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1995-01-01,14
1996,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1996-01-01,15
1997,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1997-01-01,16
1998,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1998-01-01,17
1999,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",1999-01-01,18
2000,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2000-01-01,19
2001,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2001-01-01,20
2002,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2002-01-01,21
2003,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2003-01-01,22
2004,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2004-01-01,23
2005,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2005-01-01,24
2006,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2006-01-01,25
2007,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2007-01-01,26
2008,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2008-01-01,27
2009,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2009-01-01,28
2010,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2010-01-01,29
2011,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2011-01-01,30
2012,"Central Mediterranean Sea","MIC","Chaetozone corona Berkeley & Berkeley, 1941",2012-01-01,31
1982,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1982-01-01,NA
1983,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1983-01-01,NA
1984,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1984-01-01,NA
1985,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1985-01-01,NA
1986,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1986-01-01,NA
1987,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1987-01-01,NA
1988,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1988-01-01,NA
1989,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1989-01-01,NA
1990,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1990-01-01,NA
1991,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1991-01-01,NA
1992,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1992-01-01,NA
1993,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1993-01-01,NA
1994,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1994-01-01,NA
1995,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1995-01-01,NA
1996,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1996-01-01,NA
1997,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1997-01-01,NA
1998,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1998-01-01,NA
1999,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",1999-01-01,NA
2000,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2000-01-01,NA
2001,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2001-01-01,NA
2002,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2002-01-01,NA
2003,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2003-01-01,NA
2004,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2004-01-01,NA
2005,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2005-01-01,NA
2006,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2006-01-01,NA
2007,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2007-01-01,NA
2008,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2008-01-01,NA
2009,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2009-01-01,NA
2010,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2010-01-01,NA
2011,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2011-01-01,NA
2012,"Western Mediterranean Sea","MWE","Chaetozone corona Berkeley & Berkeley, 1941",2012-01-01,1
1984,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1984-01-01,NA
1985,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1985-01-01,NA
1986,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1986-01-01,NA
1987,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1987-01-01,NA
1988,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1988-01-01,NA
1989,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1989-01-01,NA
1990,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1990-01-01,NA
1991,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1991-01-01,NA
1992,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1992-01-01,NA
1993,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1993-01-01,NA
1994,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1994-01-01,1
1995,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1995-01-01,2
1996,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1996-01-01,3
1997,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1997-01-01,4
1998,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1998-01-01,5
1999,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",1999-01-01,6
2000,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",2000-01-01,7
2001,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",2001-01-01,8
2002,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",2002-01-01,9
2003,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",2003-01-01,10
2004,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",2004-01-01,11
2005,"Bay of Biscay & Iberian Coast","ABI","Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",2005-01-01,12
